エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,東京電力リニューアブルパワー株式会社,32201,葛野川発電所,水力,4号機,400000,計画停止,停止・定期検査等,,2026/02/24 09:00,あり,2026/10/24,機器点検,2026/09/11 18:33,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 18:33,11/09/2026 20:23
東京,東京電力リニューアブルパワー株式会社,32201,葛野川発電所,水力,4号機,400000,計画停止,停止・定期検査等,,2026/04/01 09:00,あり,2026/10/23,機器点検 4号GMCS3年点検,2026/09/11 18:32,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 18:32,11/09/2026 20:23
北陸,北陸電力株式会社,52306,北陸電力 有峰第一発電所,水力,単独,265000,計画停止,低下・送電線等制約,,9999/09/12 08:00,あり,9999/09/12,削除,2026/09/11 17:38,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:38,11/09/2026 20:23
東北,東北電力株式会社,2V402,東北電力東新潟火力発電所３号系列,火力（ガス）,３−５号機ＧＴＢ,137000,計画停止,停止・その他,,2026/10/22 00:00,あり,2026/11/25,ボイラー関連設備不具合による停止,2026/09/11 17:34,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:34,11/09/2026 20:23
北陸,北陸電力株式会社,52314,北陸電力 富山新港火力発電所,火力（ガス）,2号機,500000,計画停止,低下・送電線等制約,,9999/09/12 00:00,あり,9999/09/12,削除,2026/09/11 17:30,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:30,11/09/2026 20:23
北陸,北陸電力株式会社,52361,北陸電力 富山新港火力発電所,火力（ガス）,LNG1号機,424700,計画停止,低下・送電線等制約,,9999/09/12 08:00,あり,9999/09/12,削除,2026/09/11 17:30,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:30,11/09/2026 20:23
東北,株式会社JERA,4B218,上越火力発電所,火力（ガス）,上越２−２号,595000,出力低下,低下・設備故障,302000,2026/10/31 19:00,あり,2026/11/09,ボイラ関連設備 JERA内管理ID:W261445-1,2026/09/11 17:23,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:23,11/09/2026 20:23
東北,株式会社JERA,4B218,上越火力発電所,火力（ガス）,上越２−２号,595000,出力低下,低下・設備故障,302000,2026/10/22 00:00,あり,2026/10/30,ボイラ関連設備 JERA内管理ID:W261444-1,2026/09/11 17:23,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:23,11/09/2026 20:23
東北,株式会社JERA,4B209,上越火力発電所,火力（ガス）,上越１−１号,595000,出力低下,低下・設備故障,302000,2026/10/13 03:00,あり,2026/10/19,ボイラ関連設備 JERA内管理ID:W261443-1,2026/09/11 17:23,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:23,11/09/2026 20:23
東北,株式会社JERA,4B209,上越火力発電所,火力（ガス）,上越１−１号,595000,出力低下,低下・設備故障,302000,2026/10/03 00:00,あり,2026/10/09,ボイラ関連設備 JERA内管理ID:W261442-1,2026/09/11 17:23,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:23,11/09/2026 20:23
東北,株式会社JERA,4B218,上越火力発電所,火力（ガス）,上越２−２号,595000,計画停止,停止・定期検査等,,2026/10/31 00:00,あり,2026/10/31,タービン関連設備 JERA内管理ID: W260865-1,2026/09/11 17:13,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:13,11/09/2026 20:23
東北,株式会社JERA,4B212,上越火力発電所,火力（ガス）,上越１−２号,595000,計画停止,停止・定期検査等,,2026/11/21 00:00,あり,2026/11/27,タービン関連設備 JERA内管理ID: W260864-1,2026/09/11 17:12,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:12,11/09/2026 20:23
東京,株式会社JERA,34010,千葉火力発電所,火力（ガス）,千葉３−２号,500000,計画停止,停止・設備故障,,2026/10/03 07:00,あり,2026/10/03,ボイラ関連設備,2026/09/11 17:12,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:12,11/09/2026 20:23
東北,株式会社JERA,4B209,上越火力発電所,火力（ガス）,上越１−１号,595000,計画停止,停止・定期検査等,,2026/10/10 00:00,あり,2026/10/13,タービン関連設備 JERA内管理ID: W260863-1,2026/09/11 17:11,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 17:11,11/09/2026 20:23
東京,株式会社JERA,328RV,姉崎火力発電所,火力（ガス）,姉崎新２号,646900,計画停止,停止・設備故障,,2026/10/03 00:00,あり,2026/10/07,GT関連設備,2026/09/11 16:56,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:56,11/09/2026 20:23
東京,株式会社JERA,34027,袖ケ浦火力発電所,火力（ガス）,袖ケ浦４号,1000000,計画停止,停止・定期検査等,,2026/10/02 22:00,あり,2026/10/15,タービン関連設備 JERA内管理ID: E26002001,2026/09/11 16:53,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:53,11/09/2026 20:23
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,１号系列第３軸,120000,計画停止,停止・設備故障,,2026/09/12 09:00,あり,2026/09/12,GT付属設備点検,2026/09/11 16:29,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:29,11/09/2026 20:23
九州,ひびき発電合同会社,919CZ,ひびき発電所,火力（ガス）,単独,622600,計画停止,停止・設備故障,,2026/09/12 01:30,あり,2026/09/13,GT付属設備点検,2026/09/11 16:27,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:27,11/09/2026 20:23
東京,株式会社JERA,328Z0,姉崎火力発電所,火力（ガス）,姉崎新１号,646900,出力低下,低下・送電線等制約,296000,2026/09/18 00:00,あり,2026/09/18,系統制約 平均低下量　296000　kW 最大低下量　333000　kW 最小低下量　257000　kW,2026/09/11 16:04,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:04,11/09/2026 20:23
東京,株式会社JERA,328Z0,姉崎火力発電所,火力（ガス）,姉崎新１号,646900,出力低下,低下・送電線等制約,283000,2026/09/17 00:00,あり,2026/09/17,系統制約 平均低下量　283000　kW 最大低下量　316000　kW 最小低下量　249000　kW,2026/09/11 16:04,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:04,11/09/2026 20:23
東京,株式会社JERA,328Z0,姉崎火力発電所,火力（ガス）,姉崎新１号,646900,出力低下,低下・送電線等制約,277000,2026/09/16 00:00,あり,2026/09/16,系統制約 平均低下量　277000　kW 最大低下量　309000　kW 最小低下量　249000　kW,2026/09/11 16:04,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:04,11/09/2026 20:23
東京,株式会社JERA,328Z0,姉崎火力発電所,火力（ガス）,姉崎新１号,646900,出力低下,低下・送電線等制約,278000,2026/09/15 00:00,あり,2026/09/15,系統制約 平均低下量　278000　kW 最大低下量　310000　kW 最小低下量　249000　kW,2026/09/11 16:04,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:04,11/09/2026 20:23
東京,株式会社JERA,328Z0,姉崎火力発電所,火力（ガス）,姉崎新１号,646900,出力低下,低下・送電線等制約,288000,2026/09/14 08:00,あり,2026/09/14,系統制約 平均低下量　288000　kW 最大低下量　312000　kW 最小低下量　266000　kW,2026/09/11 16:04,added,outages_20260911_101543.csv,outages_20260911_202318.csv,11/09/2026 16:04,11/09/2026 20:23
