エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,東日本旅客鉄道株式会社,32469,川崎発電所,火力（ガス）,3号機,198400,計画停止,停止・その他,,2026/08/31 08:00,あり,2026/08/31,配管修繕,2026/08/25 16:05,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 16:05,25/08/2026 16:26
東北,東北電力株式会社,2U308,東北電力原町火力発電所１号機,火力（石炭）,１号機,1000000,出力低下,低下・設備故障,400000,2026/08/25 14:15,なし,,最大低下量：500000kW 最小低下量：400000kW タービン関連設備の不具合,2026/08/25 15:46,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:46,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/30 00:00,あり,2026/09/30,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/29 00:00,あり,2026/09/29,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/28 00:00,あり,2026/09/28,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/27 00:00,あり,2026/09/27,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/26 00:00,あり,2026/09/26,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/25 00:00,あり,2026/09/25,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/24 20:00,あり,2026/09/24,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/24 12:00,あり,2026/09/24,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/24 10:00,あり,2026/09/24,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/24 00:00,あり,2026/09/24,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/23 00:00,あり,2026/09/23,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/22 19:00,あり,2026/09/22,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/22 00:00,あり,2026/09/22,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/21 00:00,あり,2026/09/21,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/20 00:00,あり,2026/09/20,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/19 00:00,あり,2026/09/19,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/18 21:00,あり,2026/09/18,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/18 00:00,あり,2026/09/18,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/17 00:00,あり,2026/09/17,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,4号機,225000,計画停止,停止・送電線等制約,,2026/09/16 21:00,あり,2026/09/16,系統作業,2026/08/25 15:36,added,outages_20260825_152246.csv,outages_20260825_162602.csv,25/08/2026 15:36,25/08/2026 16:26
